Year of arrival at port of disembarkation,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Total disembarked,Percent men,Percent women,Percent children,Captive deaths during crossing,Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)"
1792,,Cape Coast Castle,Havana,33,26,"0,71429","0,2381","0,23077",,,
1844,"Bahia, place unspecified","Lagos, Onim",Freetown,40,39,"0,28205","0,48718","0,23077",1,39,135
1736,Bristol,Loango,Charleston,318,289,,,"0,23077",,,316
1766,Le Havre,"West Central Africa and St. Helena, port unspecified",Léogane,571,520,"0,57692","0,19231","0,23077",,70,465
1767,Nantes,Loango,Léogane,390,260,"0,42308","0,34615","0,23077",130,60,404
1747,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",406,377,,,"0,23153",29,38,
1768,Saint-Malo,"West Central Africa and St. Helena, port unspecified",Cap Français,183,177,"0,59887","0,16949","0,23164",6,69,420
1791,Liverpool,Cape Mount (Cape Grand Mount),"Dominica, place unspecified",253,246,"0,59756","0,17073","0,23171",,,368
1816,Havana,"Africa, port unspecified",Havana,584,535,"0,53458","0,23364","0,23178",,,
1829,Cape Verde Islands,Cacheu,Freetown,227,225,"0,52273","0,24545","0,23182",2,,
1791,Liverpool,Sierra Leone estuary,"Grenada, place unspecified",209,207,"0,55072","0,21739","0,23188",,,
1720,Glasgow,Calabar,"St. Kitts, port unspecified",134,102,"0,4058","0,36232","0,23188",32,121,308
1818,,"Africa, port unspecified",Havana,415,345,"0,51014495","0,25797102","0,23188406",,,
1770,Saint-Malo,Cabinda,Cap Français,411,398,"0,54933","0,21867","0,232",13,50,430
1720,Nantes,"Whydah, Ouidah","Martinique, place unspecified",304,250,"0,46","0,308","0,232",54,101,302
1812,,"Africa, port unspecified",Havana,118,112,"0,61607","0,15179","0,23214",,,
1804,,Saint-Louis,Havana,118,112,"0,55357","0,21429","0,23214",,30,
1728,"Pernambuco, place unspecified",Elmina,"Pernambuco, place unspecified",99,91,"0,72727","0,0404","0,23232",,,
1717,Le Havre,"Africa, port unspecified",Cap Français,424,340,"0,54706","0,22059","0,23235",,,220
1804,Bristol (RI),"Africa, port unspecified",Havana,64,86,"0,62791","0,13953","0,23256",,,
1768,Le Havre,"West Central Africa and St. Helena, port unspecified",Cap Français,316,288,"0,5625","0,20486","0,23264",,71,354
1848,,"Lagos, Onim",Freetown,538,508,"0,66221","0,10496","0,23282",30,29,
1771,La Rochelle,Loango,Cap Français,368,335,"0,56418","0,20299","0,23284",,63,248
1700,London,Cape Coast Castle,"Jamaica, place unspecified",191,149,"0,38356","0,38356","0,23288",,,377
1769,Zeeland,Cape Lahou,"Suriname, place unspecified",259,251,"0,37349","0,39357","0,23293",8,57,325
1770,Bordeaux,Calabar,Basse-Terre,286,249,"0,42972","0,33735","0,23293",37,,286
1810,,"Africa, port unspecified",Havana,108,103,"0,46602","0,30097","0,23301",,,
1826,"Pernambuco, place unspecified",Badagry/Apa,Freetown,183,163,"0,62577","0,1411","0,23313",20,79,257
1664,,"Africa, port unspecified","Barbados, place unspecified",112,90,"0,5","0,26667","0,23333",,,
1747,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,484,433,,,"0,23347",,,
1827,"Bahia, place unspecified",Badagry/Apa,Freetown,317,308,"0,34416","0,42208","0,23377",9,47,401
1789,Liverpool,Sierra Leone estuary,"Grenada, place unspecified",205,188,"0,56915","0,19681","0,23404",,,264
1827,"Cuba, port unspecified",Bonny,Freetown,282,177,"0,75429","0,01143","0,23429",105,34,
1805,"Rhode Island, port unspecified",Mozambique,Havana,286,239,"0,6318","0,13389","0,23431",,,221
1830,"Bahia, place unspecified","Whydah, Ouidah",Freetown,187,171,"0,32813","0,4375","0,23438",16,35,290
1721,Nantes,"Whydah, Ouidah",Cap Français,200,192,"0,54167","0,22396","0,23438",8,134,254
1821,"Bahia, place unspecified",Badagry/Apa,Freetown,232,207,"0,56938","0,19617","0,23445",25,40,
1771,Le Havre,Accra,Cap Français,355,307,"0,53746","0,22801","0,23453",,77,376
1762,Lisbon,Bissau,Pará,162,136,"0,53548","0,26452","0,23457",,,
1857,Havana,"Whydah, Ouidah",Freetown,221,213,"0,46009","0,30516","0,23474",8,24,108
1786,,"Africa, port unspecified","Danish West Indies, colony unspecified",196,115,"0,44348","0,32174","0,23478",81,,
1781,,Danish Gold Coast,"Saint-Domingue, then Haiti, port unspecified",450,400,"0,535","0,23","0,235",50,,
1819,Santander,Congo River,Havana,296,268,"0,38806","0,37687","0,23507",,,
1829,Havana,Rio Pongo,"Cuba, port unspecified",144,135,"0,18382","0,58088","0,23529",9,,276
1816,,"Africa, port unspecified",Havana,152,136,"0,41176","0,35294","0,23529",,,
1815,Havana,"Africa, port unspecified",Havana,511,429,"0,54545456","0,21911421","0,23543124",,59,180
1769,Brest,"Whydah, Ouidah",Cap Français,390,276,"0,42029","0,3442","0,23551",,106,343
1702,London,"Whydah, Ouidah","Jamaica, place unspecified",549,468,"0,39229","0,37188","0,23583",,,248
1824,"Bahia, place unspecified",Badagry/Apa,Freetown,467,431,"0,52358","0,24057","0,23585",36,,91
1791,Liverpool,"Gold Coast, port unspecified",Montego Bay,72,72,"0,51389","0,25","0,23611",0,59,190
1814,Santiago de Cuba,Cape Mount (Cape Grand Mount),Freetown,164,144,"0,66667","0,09722","0,23611",,,170
1793,Liverpool,Cape Mount (Cape Grand Mount),Kingston,237,234,"0,59494","0,16878","0,23629",3,46,372
1772,Middelburg,Cape Lahou,Essequibo,212,148,"0,41892","0,34459","0,23649",,157,427
1770,Saint-Malo,Malembo,Cap Français,305,262,"0,53435","0,22901","0,23664",43,67,495
1718,Vlissingen,"Whydah, Ouidah",Curaçao,683,449,"0,51532","0,24791","0,23677",234,124,316
1721,La Rochelle,"Africa, port unspecified",Cap Français,285,228,"0,32456","0,4386","0,23684",,,
1777,Zeeland,Cape Lahou,St. Eustatius,260,249,"0,40964","0,35341","0,23695",,,
1706,"Barbados, place unspecified",Cape Coast Castle,"Barbados, place unspecified",210,180,"0,3526","0,4104","0,23699",30,,153
1833,Havana,Bonny,"Cuba, port unspecified",348,323,"0,6231","0,13982","0,23708",25,,
1791,Liverpool,Bassa,Kingston,345,316,"0,50633","0,25633","0,23734",,,328
1704,"Barbados, place unspecified","Gold Coast, port unspecified","Barbados, place unspecified",160,143,"0,3875","0,375","0,2375",17,56,232
1818,,"Africa, port unspecified",Havana,82,80,"0,5125","0,25","0,2375",,82,
1741,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,442,383,,,"0,23756",,,
1771,Lisbon,Bissau,Pará,181,177,"0,40331","0,35912","0,23757",,,
1754,Liverpool,Gambia,"South Carolina, place unspecified",205,170,"0,5122","0,25","0,2378",,41,178
1714,Saint John (Antigua),Cape Coast Castle,"Antigua, place unspecified",181,164,"0,45732","0,30488","0,2378",16,76,303
1761,Lisbon,Cacheu,Maranhão,227,147,"0,55947","0,20264","0,23789",,,
1830,"Bahia, place unspecified",Keta,Freetown,43,42,"0,38095","0,38095","0,2381",1,30,
1785,Bristol,Bonny,"Grenada, place unspecified",335,307,"0,36996","0,39194","0,2381",,60,200
1766,Honfleur,"Gold Coast, Fr. definition",Cap Français,353,294,"0,52381","0,2381","0,2381",,,109
1779,,Cape Lahou,"Suriname, place unspecified",243,237,"0,44681","0,31489","0,2383",6,76,249
1792,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Français,258,235,"0,51489","0,24681","0,2383",,55,255
1770,Nantes,Loango,Cap Français,312,302,"0,589404","0,17218544","0,23841059",10,60,291
1820,Le Havre,"Senegambia and offshore Atlantic, port unspecified","Antigua, place unspecified",145,130,"0,25781","0,51563","0,23846",,,245
1749,Vlissingen,Malembo,"Suriname, place unspecified",270,212,"0,4898","0,27551","0,23858",58,43,462
1774,Liverpool,Cameroons,"Barbados, place unspecified",243,198,"0,63959","0,12183","0,23858",,,206
1791,London,Bance/Bunce Island,Kingston,358,352,"0,50568","0,25568","0,23864",6,,289
1802,London,Saint-Louis,Havana,204,176,"0,48864","0,27273","0,23864",,,
1771,Lisbon,Cacheu,Pará,226,216,"0,31858","0,44248","0,23894",,,
1789,Liverpool,Cape Mount (Cape Grand Mount),"Grenada, place unspecified",174,159,"0,55346","0,20755","0,23899",,,219
1767,Honfleur,Gambia,Cap Français,210,138,"0,54348","0,21739","0,23913",72,,222
1815,Havana,"Africa, port unspecified",Havana,162,142,"0,4084507","0,35211268","0,23943663",,,80
1791,Newport,Anomabu,Havana,122,121,"0,44628","0,31405","0,23967",1,,
1778,La Rochelle,Porto Novo,Cap Français,347,296,"0,47635","0,28378","0,23986",,,252
1777,Lisbon,Bissau,Pará,216,205,"0,415","0,345","0,24",11,35,107
1748,"Bahia, place unspecified",Luanda,"Bahia, place unspecified",500,372,,,"0,24",128,41,
1739,Bordeaux,Cess,"Grenada, place unspecified",282,250,"0,428","0,332","0,24",,,344
1766,Nantes,"Africa, port unspecified",Saint-Marc,52,50,"0,26","0,5","0,24",2,54,305
1784,Bristol,Calabar,"St. Vincent, port unspecified",344,315,"0,47797","0,28136","0,24068",,,346
1777,Liverpool,Calabar,"Dominica, place unspecified",262,216,"0,43519","0,32407","0,24074",,,
1819,,"Africa, port unspecified",Havana,318,303,"0,43894","0,32013","0,24092",,,
1791,Liverpool,Cape Mount (Cape Grand Mount),"St. Vincent, port unspecified",85,83,"0,60241","0,15663","0,24096",,,331
1816,Cadiz,"Africa, port unspecified",Havana,115,112,"0,375","0,38392857","0,24107143",,,
1714,Amsterdam,Christiansborg,"Danish West Indies, colony unspecified",171,153,"0,43284","0,36567","0,24113",18,,
1825,Havana,Popo,Freetown,231,228,"0,45175","0,30702","0,24123",3,44,190
1778,Lisbon,Bissau,Maranhão,174,162,"0,45977","0,29885","0,24138",,,
1815,Havana,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Freetown,33,29,"0,37931","0,37931","0,24138",,,81
1766,La Rochelle,"Whydah, Ouidah",Port-au-Prince,322,236,"0,33898","0,41949","0,24153",86,,323
1766,Nantes,"West Central Africa and St. Helena, port unspecified",Cap Français,522,455,"0,54725","0,21099","0,24176",67,51,337
1787,Nantes,"Southeast Africa and Indian Ocean islands, port unspecified",Port-au-Prince,643,407,"0,48626","0,27198","0,24176",236,102,333
1819,,"Africa, port unspecified",Havana,195,186,"0,41935","0,33871","0,24194",,,
1792,Marseille,Mozambique,Havana,360,311,"0,58599","0,17197","0,24204",,233,366
1797,Liverpool,Calabar,"Martinique, place unspecified",350,347,"0,4755","0,28242","0,24207",3,106,310
1812,Rio de Janeiro,Cabinda,Freetown,400,363,"0,65014","0,10744","0,24242",,49,239
1805,"Rhode Island, port unspecified","Africa, port unspecified",Havana,129,132,"0,62879","0,12879","0,24242",,37,132
1792,Liverpool,Bonny,"Dominica, place unspecified",432,408,"0,38725","0,3701","0,24265",24,47,181
1805,Liverpool,Congo River,Nassau,415,342,"0,5614035","0,19590643","0,24269006",,41,240
1770,Liverpool,Calabar,"Dominica, place unspecified",162,144,"0,5","0,25714","0,24286",,,
1766,Honfleur,"Gold Coast, Fr. definition",Cap Français,434,391,"0,49872","0,25831","0,24297",,,149
1772,Liverpool,Calabar,"Dominica, place unspecified",159,130,"0,35514","0,40187","0,24299",,,584
1737,Nantes,Badagry/Apa,"Martinique, place unspecified",412,366,"0,47541","0,28142","0,24317",,105,313
1794,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,397,394,"0,50508","0,25127","0,24365",3,53,253
1850,,"Africa, port unspecified",Freetown,245,115,"0,69748","0,05882","0,2437",130,,
1804,Bristol (RI),Quilimane,Havana,205,160,"0,54375","0,2125","0,24375",45,,
1786,"Rhode Island, port unspecified","Gold Coast, port unspecified",Charleston,118,96,"0,5122","0,2439","0,2439",,,
1744,Nantes,Windward + Ivory + Gold + Benin,"Martinique, place unspecified",460,373,"0,41287","0,34316","0,24397",87,92,317
1816,Havana,"Africa, port unspecified",Havana,383,336,"0,51785713","0,23809524","0,24404761",,49,141
1816,Havana,"Africa, port unspecified","Cuba, port unspecified",373,336,"0,51785713","0,23809524","0,24404761",,70,233
1699,London,"Whydah, Ouidah","Jamaica, place unspecified",167,127,"0,33071","0,4252","0,24409",,,347
1770,Bordeaux,Epe,Cap Français,210,180,"0,45556","0,3","0,24444",30,,343
1721,London,Anomabu,York River,250,233,"0,55365","0,20172","0,24464",17,78,279
1792,Havana,"Senegambia and offshore Atlantic, port unspecified",Havana,248,233,"0,52361","0,23176","0,24464",,,
1770,Nantes,"Gold Coast, Fr. definition",Cayes (Les),253,237,"0,29114","0,46414","0,24473",16,106,313
1778,Nantes,"West Central Africa and St. Helena, port unspecified",Saint-Marc,319,290,"0,55517","0,2","0,24483",,,289
1816,,Rio Pongo,Freetown,56,49,"0,65306","0,10204","0,2449",,,116
1793,Bristol,Bance/Bunce Island,"St. Vincent, port unspecified",49,45,"0,40816","0,34694","0,2449",4,54,316
1817,Havana,"Africa, port unspecified",Havana,385,347,"0,52449566","0,23054755","0,24495678",,,277
1810,,"Africa, port unspecified",Havana,331,298,"0,53691","0,21812","0,24497",,,
1789,London,Bance/Bunce Island,Kingston,227,208,"0,47596","0,27885","0,24519",,,389
1766,Saint-Malo,"West Central Africa and St. Helena, port unspecified",Cap Français,220,220,"0,50455","0,25","0,24545",0,69,371
1798,St. Thomas,"Africa, port unspecified",Havana,63,57,"0,66038","0,15094","0,24561",,,
1726,Hellevoetsluis,Congo North,Curaçao,286,225,"0,56466","0,18966","0,24569",,,352
1717,Nantes,"Whydah, Ouidah","Martinique, place unspecified",248,203,"0,49754","0,25616","0,24631",45,75,192
1834,Cadiz,New Calabar,Freetown,386,362,"0,61219","0,14127","0,24654",24,28,103
1767,Honfleur,Sierra Leone estuary,Port-au-Prince,427,385,"0,44675","0,30649","0,24675",,,132
1790,Liverpool,Cape Mount (Cape Grand Mount),"Dominica, place unspecified",247,243,"0,55144","0,20165","0,24691",4,31,415
1822,"Bahia, place unspecified","Lagos, Onim",Freetown,187,85,"0,42353","0,32941","0,24706",102,47,267
1652,,Anomabu,Canary Islands,338,291,"0,32934","0,43713","0,24706",,,
1643,"Pernambuco, place unspecified","Bight of Biafra and Gulf of Guinea Islands, port unspecified","Pernambuco, place unspecified",286,262,"0,43299","0,31959","0,24742",,,
1806,,"Africa, port unspecified",Havana,118,97,"0,46392","0,28866","0,24742",,88,
1778,"Bahia, place unspecified",Benguela,Pará,574,517,"0,58994","0,16248","0,24758",57,41,165
1824,"Bahia, place unspecified",Badagry/Apa,Freetown,334,327,"0,60245","0,14985","0,24771",7,,168
1792,Nantes,Ambriz,Port-au-Prince,218,214,"0,5367","0,2156","0,24771",4,49,254
1768,Saint-Malo,"West Central Africa and St. Helena, port unspecified",Port-de-Paix,238,238,"0,5","0,2521","0,2479",0,66,516
1784,Liverpool,Calabar,"Grenada, place unspecified",251,242,"0,47521","0,27686","0,24793",9,55,254
1728,London,"Africa, port unspecified",Santiago de Cuba,295,254,"0,62598","0,12598","0,24803",,,
1819,,"Africa, port unspecified",Havana,267,254,"0,30315","0,44882","0,24803",,,
1818,,"Africa, port unspecified",Havana,290,254,"0,6456693","0,106299214","0,2480315",,83,
1748,Zeeland,Boary,"Suriname, place unspecified",328,294,"0,41762","0,33716","0,24809",34,,286
1751,,"Gold Coast, port unspecified","Danish West Indies, colony unspecified",150,133,"0,43609","0,31579","0,24812",17,,
1792,Liverpool,Gambia,"Dominica, place unspecified",299,274,"0,4781","0,27372","0,24818",,,405
1779,,Danish Gold Coast,"Danish West Indies, colony unspecified",429,427,"0,57143","0,18033","0,24824",2,,
1771,Zeeland,"Windward Coast, place unspecified","Suriname, place unspecified",160,153,"0,4183","0,33333","0,24837",7,72,378
1684,London,"West Central Africa and St. Helena, port unspecified","Jamaica, place unspecified",529,459,"0,45534","0,2963","0,24837",,,391
1772,Lisbon,Cacheu,Pará,185,177,"0,54054","0,21081","0,24865",,,
1789,Bristol,"Gold Coast, port unspecified","Jamaica, place unspecified",408,398,"0,49497","0,25628","0,24874",10,,353
1721,Nantes,"Whydah, Ouidah",Cap Français,241,213,"0,40376","0,34742","0,24883",28,91,251
1752,Zeeland,"Windward Coast, place unspecified","Suriname, place unspecified",256,245,"0,35102","0,4","0,24898",11,63,321
1749,,"Gold Coast, port unspecified","Danish West Indies, colony unspecified",300,257,"0,50397","0,2619","0,24903",43,,
1717,Nantes,"Whydah, Ouidah",Cap Français,294,285,"0,51579","0,23509","0,24912",9,,181
1686,London,"West Central Africa and St. Helena, port unspecified","Jamaica, place unspecified",366,317,"0,41325","0,33754","0,24921",,,220
1816,Havana,"Africa, port unspecified",Havana,366,321,"0,51713","0,23364","0,24922",,,
1770,Saint-Malo,Loango,Cap Français,351,341,"0,55425","0,19648","0,24927",10,60,260
1770,La Rochelle,"West Central Africa and St. Helena, port unspecified",Cap Français,489,445,"0,51685","0,23371","0,24944",,54,408
1798,Liverpool,Ambriz,Kingston,180,176,"0,48295","0,26705","0,25",4,43,185
1790,Liverpool,Cape Mount (Cape Grand Mount),"Dominica, place unspecified",130,120,"0,575","0,175","0,25",,,386
1724,London,"Whydah, Ouidah",Saint John (Antigua),50,47,"0,34091","0,40909","0,25",3,100,
1675,London,New Calabar,"Cuba, port unspecified",104,72,"0,38889","0,36111","0,25",,,
1683,London,"West Central Africa and St. Helena, port unspecified",Newcastle (Nevis),170,147,"0,40385","0,34615","0,25",,,390
1706,"Barbados, place unspecified","Gold Coast, port unspecified","Barbados, place unspecified",140,126,"0,40323","0,34677","0,25",14,,
1802,,"Africa, port unspecified",Havana,179,148,"0,63514","0,11486","0,25",,,
1704,"Barbados, place unspecified",Cape Coast Castle,Newcastle (Nevis),181,140,"0,35","0,4","0,25",41,78,
1815,Rio de Janeiro,Calabar,Freetown,137,120,"0,5","0,25","0,25",,121,
1813,,Calabar,Freetown,58,48,"0,4375","0,3125","0,25",,52,
1813,"Bahia, place unspecified",Badagry/Apa,Freetown,55,48,"0,4375","0,3125","0,25",,,
1794,"Rhode Island, port unspecified","Gold Coast, port unspecified",Havana,99,89,"0,69318","0,05682","0,25",10,,229
1799,Newport,Iles de Los,Havana,120,119,"0,75",0,"0,25",1,32,101
1803,"Rhode Island, port unspecified","Africa, port unspecified",Havana,132,108,"0,51852","0,23148","0,25",24,,
1805,"Rhode Island, port unspecified","Africa, port unspecified",Havana,86,88,"0,55682","0,19318","0,25",,60,147
1819,,"Africa, port unspecified",Havana,327,312,"0,25962","0,49038","0,25",,,
1769,Dunkerque,"West Central Africa and St. Helena, port unspecified",Cap Français,352,320,"0,51563","0,23438","0,25",,,
1787,Ile de France,Kilwa,Cap Français,174,120,"0,54167","0,20833","0,25",,135,404
1816,Havana,"Africa, port unspecified",Havana,380,319,"0,5141066","0,23510972","0,2507837",,45,206
1789,Liverpool,Sierra Leone estuary,"Grenada, place unspecified",245,227,"0,4978","0,2511","0,2511",,46,387
1754,Zeeland,Apammin,"Suriname, place unspecified",231,224,"0,34978","0,3991","0,25112",7,79,295
1784,,"Gold Coast, port unspecified","Danish West Indies, colony unspecified",211,187,"0,30806","0,44076","0,25118",24,,
1792,London,Popo,Montego Bay,467,414,"0,44203","0,30676","0,25121",,60,163
1831,Havana,"Lagos, Onim",Freetown,192,185,"0,6738","0,07487","0,25134",7,22,235
1768,Liverpool,Cameroons,"Grenada, place unspecified",234,200,"0,61714","0,13143","0,25143",,,421
1818,,"Africa, port unspecified",Havana,161,156,"0,52380955","0,2244898","0,25170067",,,
1763,Vlissingen,Malembo,Curaçao,413,407,"0,45926","0,28889","0,25185",6,60,299
1718,London,"Whydah, Ouidah",Portobelo,291,266,"0,3797","0,36842","0,25188",,88,308
1815,Havana,"Africa, port unspecified",Havana,293,246,"0,5243902","0,22357723","0,25203252",,,218
1786,,"Gold Coast, port unspecified","Danish West Indies, colony unspecified",425,361,"0,51247","0,23546","0,25208",64,,
1752,Saint-Malo,"Africa, port unspecified","Martinique, place unspecified",232,214,"0,48598","0,26168","0,25234",18,45,329
1723,London,"Africa, port unspecified","Jamaica, place unspecified",400,316,"0,4975","0,25","0,2525",84,64,238
